612221,A2US,00501,     ,Alt US 501,Sycamore Ave,103,City of Buena Vista,103,City of Buena Vista,0.03,18th St,16th St,6100,G,95%,0%,1%,1%,3%,0%,F,0.0895,F,0.5320,6500,G,2012,,,,,,,,,,,,,,,
781614, 103,00001,     ,103-1,Catalpa Ave,103,City of Buena Vista,103,City of Buena Vista,0.31,US 60 29th St,103-3350; 34Th St,2300,G,97%,0%,1%,1%,1%,0%,C,0.1146,F,0.6534,2500,G,2012,,,,,,,,,,,,,,,
612213, 103,03350,     ,103-3350,Rockbridge Ave,103,City of Buena Vista,103,City of Buena Vista,0.49,29th St,Catalpa Ave,2100,G,98%,0%,1%,1%,0%,0%,C,0.1012,F,0.5664,2200,G,2012,,,,,,,,,,,,,,,
612215, 103,03350,     ,103-3350,Catalpa Ave,103,City of Buena Vista,103,City of Buena Vista,0.45,Rockbridge Ave,81-631 Old Buena Vista Rd; 81-704 Middle Rd,3100,G,97%,0%,1%,1%,1%,0%,C,0.1099,F,0.6006,3300,G,2012,,,,,,,,,,,,,,,
612214, 103,03351,     ,103-3351,Long Hallow Rd,103,City of Buena Vista,103,City of Buena Vista,0.96,US 60 Lexington Ave,Catalpa Ave,1400,G,99%,0%,1%,0%,0%,0%,C,0.1109,F,0.6038,1500,G,2012,,,,,,,,,,,,,,,
612226, 103,03353,     ,103-3353,17th St,103,City of Buena Vista,103,City of Buena Vista,0.43,Magnolia Ave,Cedar Ave,1400,G,98%,1%,1%,0%,0%,0%,C,0.1137,F,0.5523,1500,G,2012,,,,,,,,,,,,,,,
612218, 103,03354,     ,103-3354,Maple Ave,103,City of Buena Vista,103,City of Buena Vista,1.04,13th St,25th Half St,250,G,,,,,,,X,,,,270,G,2012,,,,,,,,,,,,,,,
612200, 103,03354,     ,103-3354,Walnut Ave,103,City of Buena Vista,103,City of Buena Vista,0.34,25th Half St,Ridge Ave,720,G,,,,,,,X,0.1107,F,0.6471,760,G,2012,,,,,,,,,,,,,,,
612224, 103,03354,     ,103-3354,Ridge Ave,103,City of Buena Vista,103,City of Buena Vista,0.28,Walnut Ave,29th St,1200,G,99%,0%,1%,1%,0%,0%,C,0.1027,F,0.5469,1200,G,2012,,,,,,,,,,,,,,,
612222, 103,03355,     ,103-3355,E 24Th St,103,City of Buena Vista,103,City of Buena Vista,0.43,Magnolia Ave,Cedar Ave,1000,G,99%,1%,0%,0%,0%,0%,C,0.1241,F,0.7591,1100,G,2012,,,,,,,,,,,,,,,
612228, 103,03356,     ,103-3356,Cedar Ave,103,City of Buena Vista,103,City of Buena Vista,0.96,13th St,24th St,340,G,97%,1%,1%,0%,0%,0%,C,0.1271,F,0.6222,360,G,2012,,,,,,,,,,,,,,,
612225, 103,03357,     ,103-3357,E 21st St,103,City of Buena Vista,103,City of Buena Vista,0.43,Magnolia Ave,Cedar Ave,650,G,98%,1%,1%,0%,0%,0%,C,0.1275,F,0.5119,700,G,2012,,,,,,,,,,,,,,,
612223, 103,03359,     ,103-3359,13th St,103,City of Buena Vista,103,City of Buena Vista,0.47,Magnolia Ave,Cedar Ave,1500,G,99%,0%,0%,0%,0%,0%,C,0.1074,F,0.5523,1600,G,2012,,,,,,,,,,,,,,,
612202, 103,03360,     ,103-3360,10th St,103,City of Buena Vista,103,City of Buena Vista,1.28,WCL Buena Vista,Magnolia Ave,2800,G,98%,0%,1%,1%,0%,0%,C,0.1115,F,0.5900,3000,G,2012,,,,,,,,,,,,,,,
512001, 103,00000,     ,103-0,20th St,103,City of Buena Vista,103,City of Buena Vista,0.00,Sycamore Ave,Cedar Ave,340,G,,,,,,,X,0.1168,F,0.5581,370,G,2012,,,,,,,,,,,,,,,
512002, 103,00000,     ,103-0,25 1/2 St,103,City of Buena Vista,103,City of Buena Vista,0.00,Maple Ave,Walnut Ave,630,G,,,,,,,X,0.1091,F,0.6149,670,G,2012,,,,,,,,,,,,,,,
512007, 103,00000,     ,103-0,38th St,103,City of Buena Vista,103,City of Buena Vista,0.00,Lombardy Ave,Catalpa Ave,420,G,,,,,,,X,0.1715,F,0.8616,450,G,2012,,,,,,,,,,,,,,,
512006, 103,00000,     ,103-0,4th St,103,City of Buena Vista,103,City of Buena Vista,0.00,Linden Ave,Sycamore Ave,440,G,,,,,,,X,0.1167,F,0.6949,470,G,2012,,,,,,,,,,,,,,,
512000, 103,00000,     ,103-0,Magnolia Avenue,103,City of Buena Vista,103,City of Buena Vista,0.00,6th Street,9th Street,6700,G,,,,,,,X,,,,6700,G,2012,,,,,,,,,,,,,,,
512003, 103,00000,     ,103-0,Orchard Avenue,103,City of Buena Vista,103,City of Buena Vista,0.00,US 60 Lexington Ave,Long Hollow Rd,1500,G,,,,,,,X,,,,1500,G,2012,,,,,,,,,,,,,,,
512008, 103,00000,     ,103-0,Spruce Ave,103,City of Buena Vista,103,City of Buena Vista,0.00,23rd St,24th St,60,G,,,,,,,X,0.2041,F,0.8333,70,G,2012,,,,,,,,,,,,,,,
- - - - - - - - - - - - - - - - - - - - - - - - - - - - End of Report - - - - - - - - - - - - - - - - - - - - - - - - - - - - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
