Virginia Department of Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Traffic Engineering Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual Average Daily Traffic Volume Estimates By Section of Route,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth City Maintenance Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parallel Facilities Combined,,,,,,,,,,,,,
Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
636002,  US,00060,     ,US 60,Kecoughtan Rd,114,City of Hampton,114,City of Hampton,1.18,WCL Newport News,Powhatan Pkwy,6100,G,97%,2%,1%,0%,0%,0%,C,0.0899,F,0.5042,6600,G,2009,,,,,,,,,,,,,,,
636134,  US,00060,     ,US 60,Kecoughtan Rd,114,City of Hampton,114,City of Hampton,1.03,Powhatan Pkwy,Lasalle Ave,7300,G,98%,2%,0%,0%,0%,0%,F,0.0939,F,0.5109,8000,G,2009,,,,,,,,,,,,,,,
636004,  US,00060,     ,US 60,Kecoughtan Rd,114,City of Hampton,114,City of Hampton,1.04,Lasalle Ave,SR 143 Victoria Blvd,8800,G,98%,2%,0%,0%,0%,0%,C,0.0911,F,0.5069,9600,G,2009,,,,,,,,,,,,,,,
781538,  US,00060,     ,,Kecoughtan Rd,114,City of Hampton,114,City of Hampton,0.26,SR 143 Victoria Blvd,Settlers Landing Rd,12000,G,98%,2%,0%,0%,0%,0%,F,0.0861,F,0.5169,13000,G,2009,,,,,,,,,,,,,,,
636138,  US,00060,     ,,Settlers Landing Rd,114,City of Hampton,114,City of Hampton,0.13,Kecoughtan Rd,SR 134 Armistead Ave,17000,G,96%,1%,1%,1%,0%,0%,C,0.0884,F,0.5072,18000,G,2009,,,,,,,,,,,,,,,
636121,  US,00060,     ,,Settlers Landing Rd,114,City of Hampton,114,City of Hampton,0.46,SR 134 Armistead Ave,Eaton St,14000,G,96%,1%,1%,1%,0%,0%,F,0.0877,F,0.0000,15000,G,2009,,,,,,,,,,,,,,,
636005,  US,00060,     ,,Settlers Landing Rd,114,City of Hampton,114,City of Hampton,0.67,Eaton St,I-64,19000,G,96%,1%,1%,1%,0%,0%,F,0.0940,F,0.7843,21000,G,2009,,,,,,,,,,,,,,,
050396,  US,00060,     ,,Hampton Roads Beltway,114,City of Hampton,099,York County,0.33,US 60 SR 143 Tyler St,SR 169 Mallory St,43000,G,96%,1%,1%,0%,2%,0%,F,,,,63000,G,2009,,89000,G,96%,1%,1%,0%,2%,0%,F,,,,130000,G
150319,  US,00060,     ,,Hampton Roads Bridge Tunnel,114,City of Hampton,099,York County,4.00,SR 169 Mallory St,WCL Norfolk,44000,A,96%,1%,1%,0%,2%,0%,C,0.0845,A,1.0000,45000,A,2009,,87000,A,97%,0%,1%,0%,2%,0%,C,0.0783,A,0.5081,90000,A
